LoanID,Age,EmploymentType,EmploymentYears,City,MonthlyIncome,LoanAmount,LoanPurpose,LoanTenureMonths,InterestRate,ExistingLoans,CreditScore,LoanToIncomeRatio,Default
LN102324,27,Self-Employed,24,Tier-2,36850,3848272,Home,60,20.3,0,578,8.703,1
LN102325,33,Salaried,4,Metro,123224,4238405,Medical,84,16.53,4,332,2.866,1
LN102326,37,Salaried,4,Rural,143031,4579842,Home,84,19.21,1,380,2.668,1
LN102327,51,Salaried,22,Tier-2,165162,620462,Personal,24,16.55,3,598,0.313,0
LN102328,25,Salaried,27,Metro,114226,4998663,Vehicle,84,15.66,4,608,3.647,0
LN102329,43,Salaried,22,Metro,198234,513980,Medical,36,12.08,1,676,0.216,1
LN102330,56,Self-Employed,14,Metro,70321,3862377,Business,120,7.2,2,817,4.577,1
LN102331,52,Business Owner,16,Tier-2,147761,4891091,Vehicle,60,8.98,4,825,2.758,1
LN102332,47,Business Owner,13,Tier-2,118090,3913047,Medical,60,21.92,1,307,2.761,1
LN102333,49,Self-Employed,17,Rural,154042,2180708,Vehicle,60,9.5,0,839,1.18,0
LN102334,33,Salaried,2,Rural,199696,3536271,Education,48,14.74,0,514,1.476,0
LN102335,58,Self-Employed,2,Tier-2,70363,1167708,Personal,12,8.86,1,776,1.383,0
LN102336,36,Salaried,20,Tier-1,94423,748095,Business,60,15.22,0,444,0.66,0
LN102337,47,Self-Employed,9,Rural,124469,3983654,Home,24,10.86,0,727,2.667,0
LN102338,38,Salaried,25,Tier-1,53823,851888,Personal,120,16.22,2,530,1.319,1
LN102339,21,Unemployed,9,Metro,52530,311686,Vehicle,24,21.36,1,342,0.494,0
LN102340,55,Business Owner,11,Metro,92147,3293148,Personal,120,8.27,1,816,2.978,0
LN102341,56,Business Owner,5,Tier-1,131764,3959210,Vehicle,36,9.45,0,824,2.504,0
LN102342,48,Unemployed,28,Rural,130573,238091,Personal,48,7.28,4,834,0.152,1
LN102343,56,Self-Employed,28,Tier-2,178162,4394226,Education,36,8.34,4,772,2.055,0
LN102344,29,Self-Employed,15,Metro,32733,4164701,Personal,120,9.65,2,761,10.603,0
LN102345,38,Self-Employed,5,Tier-1,118306,2375568,Home,120,17.7,1,341,1.673,1
LN102346,21,Salaried,29,Metro,189425,4213939,Personal,84,14.02,4,313,1.854,0
LN102347,36,Salaried,22,Metro,156673,4527252,Business,12,17.52,0,524,2.408,1
LN102348,56,Self-Employed,21,Tier-2,110215,4162840,Medical,36,17.35,2,471,3.148,1
LN102349,26,Salaried,1,Metro,130215,1943166,Business,120,8.21,0,767,1.244,0
LN102350,52,Salaried,8,Tier-1,188562,2634804,Medical,60,16.82,2,386,1.164,0
LN102351,40,Business Owner,25,Metro,91586,756672,Vehicle,48,7.53,1,862,0.688,0
LN102352,49,Salaried,17,Metro,140603,3621983,Education,24,19.32,3,587,2.147,1
LN102353,60,Self-Employed,15,Tier-2,149087,443159,Education,84,19.72,3,480,0.248,1
LN102354,45,Business Owner,19,Tier-2,19420,249588,Business,48,20.92,4,634,1.071,0
LN102355,61,Salaried,0,Metro,61285,3844941,Home,24,9.56,2,870,5.228,0
LN102356,41,Self-Employed,29,Tier-1,33017,740570,Medical,36,15.58,0,380,1.869,1
LN102357,51,Unemployed,5,Tier-2,24043,2403720,Vehicle,48,19.78,2,563,8.331,0
LN102358,32,Salaried,3,Rural,173094,4413921,Education,12,16.5,3,475,2.125,0
LN102359,32,Salaried,2,Metro,179226,1701018,Home,24,9.03,1,776,0.791,0
LN102360,53,Salaried,23,Tier-1,125442,2540359,Education,48,21.68,2,341,1.688,0
LN102361,62,Salaried,20,Tier-1,189096,4119060,Personal,48,14.89,2,537,1.815,1
LN102362,50,Business Owner,6,Tier-2,194721,1310160,Education,60,9.78,4,756,0.561,0
LN102363,26,Business Owner,10,Tier-1,170969,814225,Vehicle,120,8.16,1,824,0.397,0
LN102364,29,Unemployed,11,Tier-2,178236,463009,Home,12,10.26,1,668,0.216,0
LN102365,34,Salaried,14,Tier-2,104673,4207092,Vehicle,60,15.3,0,571,3.349,0
LN102366,35,Self-Employed,3,Tier-2,188834,1723108,Business,24,18.66,2,505,0.76,1
LN102367,36,Salaried,16,Tier-2,154619,2778499,Home,60,21.06,4,419,1.497,0
LN102368,37,Salaried,15,Metro,107204,4282399,Education,48,13.59,3,650,3.329,0
LN102369,33,Self-Employed,27,Tier-1,41321,743122,Business,60,18.4,4,462,1.499,1
LN102370,51,Salaried,19,Rural,138284,1027296,Personal,36,17.04,2,412,0.619,1
LN102371,53,Salaried,29,Tier-2,119208,567407,Personal,48,19.11,4,432,0.397,1
LN102372,24,Business Owner,1,Metro,147660,2012188,Vehicle,36,17.16,3,360,1.136,1
LN102373,41,Salaried,1,Metro,16465,2932830,Education,12,11.68,0,653,14.844,0
LN102374,44,Salaried,0,Tier-1,87589,4083900,Personal,24,18.27,4,648,3.885,0
LN102375,60,Unemployed,19,Tier-1,54579,442867,Medical,24,8.82,1,759,0.676,1
LN102376,21,Business Owner,29,Metro,46142,4511999,Business,36,20.4,0,613,8.149,1
LN102377,23,Self-Employed,20,Metro,101823,4707541,Medical,60,18.23,4,484,3.853,1
LN102378,30,Business Owner,15,Metro,84576,717575,Medical,36,16.61,1,320,0.707,1
LN102379,58,Self-Employed,21,Tier-2,91941,725296,Vehicle,36,11.99,1,712,0.657,0
LN102380,44,Salaried,13,Metro,145137,1693388,Medical,12,12.64,3,664,0.972,0
LN102381,43,Salaried,28,Rural,191532,639336,Personal,24,15.3,3,469,0.278,1
LN102382,49,Business Owner,22,Tier-1,53531,4841952,Vehicle,12,21.72,3,615,7.538,0
LN102383,24,Business Owner,24,Tier-1,169453,1955266,Education,48,16.03,1,596,0.962,1
LN102384,36,Self-Employed,5,Tier-1,143738,4577764,Vehicle,48,19.0,3,427,2.654,1
LN102385,29,Salaried,25,Metro,152711,4967294,Medical,36,18.84,2,564,2.711,0
LN102386,51,Salaried,10,Tier-2,46067,4289240,Home,12,15.51,4,562,7.759,1
LN102387,53,Salaried,11,Tier-2,58928,4544242,Personal,24,19.16,0,599,6.426,0
LN102388,64,Salaried,24,Metro,74003,2188122,Business,36,10.04,0,739,2.464,0
LN102389,38,Salaried,14,Tier-1,58249,3179259,Home,60,8.07,2,760,4.548,0
LN102390,51,Self-Employed,16,Tier-2,137366,4741258,Business,60,20.29,1,417,2.876,0
LN102391,56,Salaried,26,Tier-1,194979,3174243,Home,24,13.36,2,724,1.357,0
LN102392,29,Self-Employed,19,Tier-2,131972,540572,Home,12,9.49,4,863,0.341,0
LN102393,36,Salaried,28,Tier-2,175541,1688608,Vehicle,48,16.52,2,406,0.802,1
LN102394,28,Business Owner,24,Metro,150853,2137984,Personal,84,10.93,3,720,1.181,0
LN102395,48,Unemployed,0,Tier-1,82963,4489609,Home,36,9.67,1,771,4.51,1
LN102396,37,Business Owner,12,Tier-1,87741,1326202,Home,60,14.58,1,608,1.26,0
LN102397,34,Self-Employed,6,Tier-1,42583,507731,Business,12,21.56,0,435,0.994,1
LN102398,25,Unemployed,7,Tier-1,78349,4057825,Medical,60,11.31,3,744,4.316,0
LN102399,45,Salaried,26,Tier-1,91427,1308746,Medical,36,18.76,3,597,1.193,0
LN102400,22,Business Owner,21,Metro,131548,1673238,Vehicle,120,7.65,1,806,1.06,0
LN102401,42,Salaried,19,Tier-2,130714,498045,Home,60,16.79,2,546,0.318,0
LN102402,59,Salaried,20,Rural,52322,541805,Vehicle,84,20.88,0,457,0.863,1
LN102403,33,Salaried,2,Rural,142862,1120465,Medical,60,13.22,1,673,0.654,0
LN102404,35,Salaried,15,Metro,132478,883834,Business,84,11.95,0,664,0.556,0
LN102405,32,Unemployed,25,Tier-1,127629,2076086,Business,60,8.47,2,869,1.356,0
LN102406,33,Salaried,8,Tier-2,107558,3067890,Education,120,17.99,0,647,2.377,0
LN102407,35,Unemployed,11,Tier-1,187649,680944,Personal,12,8.43,3,849,0.302,0
LN102408,39,Salaried,3,Metro,15063,4196329,Vehicle,84,17.37,4,458,23.215,1
LN102409,52,Unemployed,27,Metro,98825,4036308,Personal,48,10.69,0,679,3.404,1
LN102410,64,Salaried,22,Metro,139696,2025979,Business,24,16.28,4,447,1.209,1
LN102411,27,Salaried,21,Tier-2,125849,1547064,Personal,84,12.81,2,732,1.024,0
LN102412,36,Salaried,11,Tier-1,85220,4462749,Medical,12,17.25,1,420,4.364,0
LN102413,32,Salaried,7,Tier-1,73592,2934180,Personal,24,7.02,0,893,3.323,0
LN102414,48,Salaried,0,Tier-2,129848,4580401,Education,24,20.66,3,367,2.94,1
LN102415,53,Self-Employed,19,Metro,105696,300458,Personal,84,15.67,1,464,0.237,1
LN102416,25,Salaried,26,Tier-1,43591,863730,Education,36,7.65,2,882,1.651,1
LN102417,35,Salaried,6,Tier-1,192123,2767768,Personal,120,17.07,2,415,1.201,1
LN102418,29,Salaried,20,Tier-1,26063,4837505,Business,36,16.76,3,500,15.467,0
LN102419,23,Unemployed,2,Tier-1,112694,3804098,Home,60,19.98,3,343,2.813,1
LN102420,64,Self-Employed,17,Metro,104497,1474989,Business,60,13.03,3,723,1.176,0
LN102421,59,Salaried,8,Metro,94949,2412256,Education,120,8.89,4,791,2.117,0
LN102422,27,Salaried,12,Tier-1,43592,4345713,Education,84,7.47,2,805,8.308,0
LN102423,27,Self-Employed,19,Metro,124861,423404,Personal,60,17.56,3,554,0.283,0
LN102424,51,Business Owner,5,Metro,15236,1873462,Medical,36,21.98,2,341,10.247,1
LN102425,42,Salaried,26,Metro,167391,1361419,Education,24,11.27,3,673,0.678,0
LN102426,57,Salaried,20,Metro,121151,605367,Education,24,10.73,1,690,0.416,0
LN102427,29,Salaried,21,Rural,191130,4725766,Business,36,20.62,0,464,2.06,0
LN102428,34,Business Owner,0,Tier-1,16164,2179907,Business,120,7.08,2,763,11.238,0
LN102429,31,Salaried,21,Tier-2,146412,1939365,Business,120,12.49,2,709,1.104,1
LN102430,35,Self-Employed,18,Metro,132736,1016171,Business,60,16.5,2,565,0.638,0
LN102431,29,Self-Employed,22,Tier-1,84650,1070935,Personal,120,17.9,3,511,1.054,1
LN102432,41,Salaried,9,Metro,99741,4812138,Business,36,13.56,4,691,4.021,0
LN102433,21,Salaried,9,Tier-2,85566,218400,Personal,48,21.93,2,343,0.213,0
LN102434,24,Salaried,6,Tier-1,80793,3039639,Vehicle,60,21.35,2,510,3.135,0
LN102435,41,Self-Employed,20,Tier-1,171591,3272574,Medical,36,9.09,0,754,1.589,0
LN102436,48,Self-Employed,7,Tier-1,181887,625835,Business,120,14.7,1,576,0.287,1
LN102437,63,Business Owner,15,Metro,198139,4348131,Home,12,19.2,2,588,1.829,0
LN102438,25,Unemployed,23,Rural,135772,4388344,Business,36,13.15,4,739,2.693,1
LN102439,29,Salaried,29,Metro,26578,1781025,Personal,60,15.82,4,438,5.584,1
LN102440,28,Salaried,11,Tier-1,27333,1082533,Vehicle,12,16.62,0,413,3.3,0
LN102441,60,Business Owner,28,Metro,38252,553600,Vehicle,12,15.57,3,462,1.206,1
LN102442,50,Unemployed,23,Tier-1,193587,3065857,Home,48,19.81,0,361,1.32,1
LN102443,22,Self-Employed,18,Tier-1,46534,2421336,Medical,24,17.94,3,458,4.336,0
LN102444,37,Salaried,29,Tier-1,176286,3636616,Business,48,8.51,1,811,1.719,0
LN102445,26,Salaried,13,Rural,183976,4973188,Vehicle,24,17.5,2,646,2.253,0
LN102446,48,Self-Employed,8,Rural,66699,2827886,Vehicle,36,9.86,0,849,3.533,0
LN102447,24,Unemployed,23,Tier-1,155972,1750742,Personal,24,11.95,3,732,0.935,0
LN102448,36,Self-Employed,22,Tier-2,78224,3641588,Home,60,11.14,2,709,3.879,0
LN102449,44,Salaried,17,Metro,126758,2374635,Business,120,17.94,1,383,1.561,1
LN102450,64,Salaried,26,Tier-2,36769,1291502,Home,48,21.93,3,451,2.927,0
LN102451,43,Salaried,10,Tier-2,36747,2899351,Vehicle,84,21.19,2,479,6.575,0
LN102452,54,Salaried,27,Rural,145062,672509,Personal,60,8.62,4,750,0.386,0
LN102453,29,Salaried,9,Metro,166072,2113587,Personal,24,21.36,0,337,1.061,0
LN102454,37,Salaried,4,Rural,197862,3514643,Education,120,11.66,4,719,1.48,0
LN102455,31,Unemployed,9,Tier-1,120620,4177990,Home,24,14.94,3,367,2.886,0
LN102456,25,Salaried,11,Metro,162720,1437417,Business,84,15.57,2,598,0.736,1
LN102457,49,Unemployed,22,Metro,118249,2437767,Medical,36,10.97,3,701,1.718,1
LN102458,59,Salaried,14,Tier-1,34928,2724615,Vehicle,84,19.27,1,539,6.501,0
LN102459,35,Salaried,4,Metro,142838,4278062,Education,36,18.21,3,625,2.496,0
LN102460,43,Business Owner,15,Tier-1,196240,2892165,Personal,120,14.9,2,519,1.228,0
LN102461,29,Self-Employed,27,Metro,98062,727404,Home,24,8.86,3,753,0.618,1
LN102462,26,Business Owner,15,Rural,66690,1912637,Business,24,19.65,0,558,2.39,0
LN102463,41,Salaried,22,Tier-2,132910,672678,Medical,36,8.16,1,896,0.422,0
LN102464,47,Self-Employed,18,Rural,41963,1307191,Vehicle,60,7.14,3,880,2.596,0
LN102465,21,Self-Employed,3,Metro,165101,668416,Personal,12,13.74,2,666,0.337,0
LN102466,63,Self-Employed,8,Tier-2,167324,3524346,Education,120,17.28,0,425,1.755,0
LN102467,56,Business Owner,16,Tier-1,90041,862615,Education,120,11.06,0,667,0.798,1
LN102468,41,Self-Employed,17,Tier-1,148657,3878131,Vehicle,60,14.48,4,616,2.174,0
LN102469,47,Self-Employed,0,Metro,60876,381031,Business,120,20.98,0,328,0.522,1
LN102470,21,Salaried,3,Metro,181420,2917872,Medical,120,17.06,3,356,1.34,1
LN102471,51,Salaried,29,Metro,54520,2637134,Personal,48,12.26,2,689,4.031,0
LN102472,32,Business Owner,9,Metro,79445,1405894,Education,60,8.48,0,773,1.475,0
LN102473,52,Salaried,12,Tier-2,173699,1737531,Medical,24,7.56,4,803,0.834,0
LN102474,63,Salaried,23,Tier-1,36608,4191693,Home,84,12.81,1,726,9.542,0
LN102475,40,Salaried,17,Rural,19988,4036316,Medical,36,16.48,3,438,16.828,0
LN102476,60,Salaried,24,Tier-2,86945,2431644,Medical,24,12.48,3,728,2.331,0
LN102477,46,Business Owner,24,Tier-1,152660,554115,Medical,36,17.84,4,549,0.302,0
LN102478,53,Business Owner,28,Metro,124582,3291304,Vehicle,60,16.56,1,580,2.202,0
LN102479,46,Salaried,2,Rural,27043,3761111,Medical,120,14.62,1,576,11.59,0
LN102480,38,Salaried,20,Metro,109219,3002998,Business,12,15.94,2,389,2.291,1
LN102481,26,Business Owner,17,Tier-2,48930,3008892,Personal,48,9.08,1,849,5.124,0
LN102482,30,Unemployed,17,Tier-2,146789,3490741,Medical,36,13.08,1,718,1.982,1
LN102483,24,Salaried,5,Tier-2,72787,3247879,Education,84,13.68,2,712,3.718,0
LN102484,25,Salaried,26,Metro,142404,4253024,Medical,84,15.28,3,472,2.489,0
LN102485,27,Salaried,19,Tier-2,92866,3620996,Home,120,18.09,1,633,3.249,0
LN102486,39,Salaried,24,Metro,102794,3918166,Business,60,8.46,0,825,3.176,1
LN102487,64,Salaried,15,Tier-2,176488,2004899,Vehicle,36,7.3,2,887,0.947,0
LN102488,22,Salaried,10,Metro,164520,4441157,Education,12,8.65,4,828,2.25,0
LN102489,21,Business Owner,23,Tier-1,178909,280399,Personal,12,16.23,1,422,0.131,0
LN102490,59,Salaried,10,Metro,56577,2139461,Medical,12,9.85,3,833,3.151,1
LN102491,48,Salaried,28,Rural,193861,1909260,Home,24,19.58,3,466,0.821,0
LN102492,53,Self-Employed,10,Metro,160617,1913508,Home,84,17.56,4,648,0.993,0
LN102493,41,Self-Employed,15,Tier-2,39745,172378,Business,60,19.16,3,414,0.361,1
LN102494,36,Salaried,3,Tier-1,15565,4368874,Personal,12,10.09,0,675,23.39,0
LN102495,60,Unemployed,26,Rural,65757,1423128,Education,84,11.99,4,684,1.804,1
LN102496,28,Salaried,15,Metro,153688,2007380,Business,48,21.6,1,325,1.088,1
LN102497,38,Business Owner,13,Tier-1,66114,3521849,Home,36,17.7,3,321,4.439,0
LN102498,56,Business Owner,6,Metro,83600,1250336,Vehicle,12,8.46,4,869,1.246,0
LN102499,31,Salaried,29,Tier-1,128474,1794525,Education,60,9.28,1,752,1.164,0
LN102500,38,Salaried,24,Tier-2,55219,3285615,Personal,84,9.29,0,853,4.958,0
LN102501,38,Salaried,7,Tier-1,170153,2350054,Medical,24,7.36,4,843,1.151,0
LN102502,32,Salaried,20,Metro,177552,4617234,Personal,24,10.17,2,653,2.167,0
LN102503,61,Business Owner,6,Metro,173007,1052748,Medical,36,19.89,1,527,0.507,0
LN102504,55,Unemployed,15,Tier-2,196012,3430068,Education,36,16.82,4,496,1.458,1
LN102505,59,Salaried,27,Metro,23131,3481477,Business,48,12.51,3,674,12.543,1
LN102506,34,Self-Employed,11,Metro,197957,1042286,Education,60,7.86,4,790,0.439,1
LN102507,54,Self-Employed,19,Metro,95031,2558971,Vehicle,12,17.13,0,416,2.244,0
LN102508,21,Salaried,0,Tier-2,18920,4883249,Medical,84,14.52,4,382,21.508,0
LN102509,31,Business Owner,14,Metro,23412,3360378,Personal,120,10.38,0,717,11.961,0
LN102510,41,Salaried,13,Rural,65849,258882,Personal,12,10.32,1,701,0.328,0
LN102511,40,Self-Employed,1,Tier-2,104573,1251786,Education,36,16.97,0,508,0.998,1
LN102512,43,Self-Employed,17,Metro,175364,4238534,Education,60,18.22,2,571,2.014,0
LN102513,33,Salaried,3,Tier-2,41870,4499295,Vehicle,60,14.25,2,356,8.955,1
LN102514,49,Salaried,29,Tier-2,170314,664919,Personal,84,20.59,1,450,0.325,1
LN102515,42,Self-Employed,21,Tier-1,96236,3564962,Business,60,9.99,1,816,3.087,0
LN102516,53,Salaried,1,Metro,63981,3606315,Home,48,14.32,1,483,4.697,1
LN102517,21,Salaried,11,Tier-1,134297,3828238,Business,60,8.98,4,889,2.375,0
LN102518,27,Salaried,20,Tier-2,73491,3918529,Education,24,16.46,3,529,4.443,1
LN102519,42,Self-Employed,3,Metro,32206,3394291,Education,24,17.54,1,372,8.783,0
LN102520,39,Salaried,11,Tier-1,154283,2901333,Personal,24,7.2,0,881,1.567,0
LN102521,42,Salaried,21,Metro,72328,3285410,Vehicle,36,19.32,3,480,3.785,0
LN102522,31,Salaried,12,Tier-1,83736,1082344,Home,24,19.41,4,435,1.077,1
LN102523,29,Self-Employed,12,Tier-1,180229,517507,Vehicle,48,12.66,4,687,0.239,0
LN102524,29,Self-Employed,1,Rural,22744,4111350,Education,60,19.26,3,441,15.064,1
LN102525,37,Salaried,17,Tier-2,160960,4299341,Personal,48,9.57,2,780,2.226,0
LN102526,30,Self-Employed,1,Tier-1,72367,1621240,Personal,120,20.64,3,351,1.867,0
LN102527,39,Salaried,28,Tier-2,171810,1826838,Vehicle,84,8.67,1,783,0.886,0
LN102528,36,Salaried,18,Metro,166182,3242489,Personal,12,17.29,4,323,1.626,1
LN102529,39,Salaried,28,Tier-2,140919,1129060,Home,84,20.06,2,346,0.668,0
LN102530,56,Self-Employed,17,Metro,103388,1535342,Medical,12,7.06,2,892,1.238,0
LN102531,52,Self-Employed,21,Rural,199062,1561119,Vehicle,12,7.28,3,779,0.654,0
LN102532,45,Business Owner,9,Tier-1,182806,3070444,Vehicle,48,16.95,2,595,1.4,0
LN102533,24,Salaried,27,Rural,43739,599918,Personal,84,16.39,3,495,1.143,0
LN102534,26,Salaried,22,Metro,157628,266417,Vehicle,36,17.78,4,519,0.141,0
LN102535,63,Self-Employed,29,Tier-1,58889,4820647,Education,60,10.69,4,720,6.822,1
LN102536,31,Salaried,8,Tier-1,114492,1797608,Home,120,7.25,4,880,1.308,1
LN102537,42,Unemployed,24,Tier-2,144811,2032352,Medical,24,19.61,1,524,1.17,1
LN102538,25,Salaried,23,Rural,28597,3395543,Business,120,21.79,4,302,9.895,1
LN102539,30,Salaried,26,Rural,26929,4836747,Personal,36,8.63,4,856,14.968,1
LN102540,31,Salaried,19,Tier-2,88785,82494,Medical,48,13.65,4,691,0.077,0
LN102541,56,Business Owner,2,Tier-2,71035,1021383,Business,84,14.45,0,476,1.198,0
LN102542,41,Business Owner,11,Metro,172700,1545175,Education,24,8.87,1,796,0.746,0
LN102543,40,Salaried,1,Metro,31276,3938474,Business,48,11.23,1,746,10.494,1
LN102544,39,Salaried,20,Metro,47678,608111,Vehicle,48,15.66,0,406,1.063,1
LN102545,30,Salaried,6,Metro,23376,661891,Business,12,14.42,4,559,2.36,1
LN102546,26,Salaried,1,Metro,180642,4201741,Medical,36,13.05,3,694,1.938,0
LN102547,46,Salaried,21,Rural,194575,1006977,Home,36,19.21,2,452,0.431,1
LN102548,50,Salaried,1,Tier-1,135085,2695185,Business,60,12.61,4,743,1.663,0
LN102549,61,Self-Employed,11,Metro,84238,4468702,Personal,48,7.64,4,787,4.421,1
LN102550,64,Salaried,21,Tier-1,55835,2751451,Home,48,17.11,1,390,4.107,1
LN102551,35,Salaried,18,Tier-1,15751,1059970,Home,36,7.9,1,881,5.608,0
LN102552,33,Salaried,0,Tier-1,53637,4098760,Business,84,20.66,4,487,6.368,1
LN102553,63,Business Owner,17,Metro,28673,411753,Personal,12,17.67,1,391,1.197,1
LN102554,45,Salaried,0,Rural,113648,3449687,Education,12,14.41,0,592,2.53,0
LN102555,27,Salaried,7,Tier-1,124053,304533,Personal,60,17.5,4,545,0.205,0
LN102556,26,Self-Employed,18,Metro,52465,134696,Personal,12,7.09,2,820,0.214,0
LN102557,57,Business Owner,10,Tier-2,91079,2012687,Home,12,10.77,4,712,1.842,1
LN102558,55,Salaried,11,Tier-2,197810,669816,Medical,60,18.77,4,444,0.282,0
LN102559,53,Unemployed,15,Rural,184652,3422674,Medical,84,12.74,0,696,1.545,0
LN102560,59,Salaried,24,Tier-1,107508,4746409,Education,24,7.31,4,887,3.679,1
LN102561,25,Salaried,18,Metro,97219,4983066,Education,36,8.55,0,829,4.271,1
LN102562,64,Salaried,7,Metro,159449,1283338,Business,12,13.65,2,665,0.671,0
LN102563,58,Self-Employed,7,Tier-2,26057,1077046,Education,120,18.05,0,599,3.445,1
LN102564,44,Salaried,21,Tier-2,94317,852729,Home,84,21.84,0,646,0.753,0
LN102565,40,Salaried,5,Metro,35008,3577489,Vehicle,24,18.1,2,372,8.516,0
LN102566,37,Self-Employed,0,Tier-1,185930,1730242,Home,48,9.35,4,897,0.775,1
LN102567,63,Salaried,9,Metro,185099,376459,Personal,24,8.54,1,761,0.169,0
LN102568,47,Self-Employed,12,Tier-1,164838,81330,Home,120,11.59,3,732,0.041,0
LN102569,21,Salaried,28,Tier-2,81752,1958834,Medical,120,19.16,4,646,1.997,0
LN102570,25,Salaried,21,Metro,111819,2902012,Medical,120,19.28,3,582,2.163,1
LN102571,42,Salaried,12,Rural,82313,673404,Home,36,8.45,1,882,0.682,0
LN102572,64,Salaried,29,Tier-1,131260,3555235,Medical,48,14.74,2,435,2.257,1
LN102573,33,Unemployed,1,Metro,122885,4855430,Home,36,18.85,2,467,3.293,1
LN102574,32,Salaried,11,Tier-1,67982,3278043,Vehicle,12,12.52,0,701,4.018,1
LN102575,38,Salaried,12,Tier-2,124490,4705391,Education,36,9.62,1,770,3.15,1
LN102576,30,Salaried,1,Tier-2,196886,3570857,Education,12,9.08,3,812,1.511,0
LN102577,46,Unemployed,13,Metro,114577,1281705,Vehicle,120,18.47,2,339,0.932,0
LN102578,41,Salaried,14,Tier-1,51412,1357637,Business,120,18.52,2,452,2.201,1
LN102579,23,Self-Employed,13,Tier-2,83412,791352,Home,60,19.9,2,589,0.791,0
LN102580,51,Self-Employed,13,Metro,126957,2675471,Education,12,16.38,2,342,1.756,1
LN102581,35,Salaried,17,Metro,149059,4781535,Medical,84,16.97,2,424,2.673,0
LN102582,55,Business Owner,18,Tier-2,196438,2751001,Personal,48,7.98,2,759,1.167,0
LN102583,50,Salaried,14,Tier-2,15654,2624228,Vehicle,36,15.49,3,417,13.97,0
LN102584,37,Self-Employed,23,Tier-1,190133,3418725,Education,84,20.74,3,384,1.498,0
LN102585,40,Salaried,9,Metro,29542,452676,Personal,60,9.75,0,807,1.277,0
LN102586,54,Salaried,26,Metro,61933,4354403,Personal,84,14.82,2,581,5.859,0
LN102587,36,Salaried,6,Tier-2,152576,2180262,Personal,60,15.81,3,538,1.191,0
LN102588,23,Salaried,19,Tier-2,151617,2589382,Business,12,8.38,3,855,1.423,0
LN102589,22,Self-Employed,12,Rural,169466,2868724,Business,12,8.68,2,801,1.411,0
LN102590,25,Business Owner,12,Tier-2,48843,3646225,Vehicle,48,17.97,2,556,6.221,1
LN102591,56,Unemployed,15,Tier-1,157690,1498081,Medical,84,14.71,4,623,0.792,1
LN102592,40,Salaried,24,Metro,91742,4531314,Education,48,15.94,1,496,4.116,0
LN102593,29,Business Owner,5,Tier-2,172992,306968,Vehicle,24,8.84,0,881,0.148,0
LN102594,62,Self-Employed,10,Metro,127240,4895332,Business,24,17.17,4,305,3.206,1
LN102595,44,Salaried,19,Tier-2,50006,4531400,Personal,24,18.9,4,432,7.551,1
LN102596,50,Salaried,22,Tier-1,42811,1615838,Education,36,20.81,3,474,3.145,1
LN102597,54,Business Owner,23,Tier-2,102507,1563547,Vehicle,120,18.77,3,351,1.271,0
LN102598,55,Salaried,17,Rural,31289,1600502,Business,120,14.15,0,601,4.263,0
LN102599,45,Salaried,10,Tier-1,148218,3034657,Personal,24,13.43,3,697,1.706,0
LN102600,35,Salaried,18,Metro,130217,638167,Education,84,20.11,0,514,0.408,0
LN102601,63,Salaried,23,Tier-2,29980,1538817,Medical,36,16.39,2,533,4.277,1
LN102602,55,Self-Employed,3,Metro,158450,4989301,Personal,24,17.92,1,453,2.624,1
LN102603,23,Salaried,25,Metro,31430,1504737,Education,12,9.7,0,785,3.99,0
LN102604,31,Salaried,21,Rural,118471,2367230,Home,12,14.22,1,432,1.665,0
LN102605,26,Business Owner,10,Tier-2,24826,2987763,Business,36,14.12,1,508,10.029,0
LN102606,25,Self-Employed,8,Metro,19892,542359,Medical,84,21.49,3,338,2.272,1
LN102607,24,Salaried,7,Metro,199830,2752219,Medical,24,16.72,4,639,1.148,0
LN102608,26,Salaried,4,Rural,80850,3369904,Personal,84,21.27,0,607,3.473,1
LN102609,35,Salaried,2,Tier-2,126682,3639293,Vehicle,60,19.32,4,362,2.394,0
LN102610,46,Self-Employed,12,Metro,189459,434113,Business,60,19.49,0,530,0.191,0
LN102611,57,Self-Employed,17,Tier-1,195238,3610175,Business,48,19.84,0,628,1.541,0
LN102612,58,Business Owner,9,Tier-1,62037,961228,Vehicle,60,20.59,4,510,1.291,0
LN102613,38,Salaried,5,Tier-1,194723,4375326,Medical,60,14.86,2,342,1.872,0
LN102614,50,Salaried,1,Metro,169346,1278674,Business,120,8.84,3,833,0.629,0
LN102615,49,Business Owner,19,Rural,199485,2876552,Home,120,18.69,4,627,1.202,0
LN102616,40,Salaried,6,Metro,153698,1262514,Medical,84,8.17,1,806,0.685,0
LN102617,41,Self-Employed,28,Metro,110000,4624479,Personal,12,16.94,2,364,3.503,1
LN102618,48,Salaried,0,Rural,140837,1389345,Medical,12,15.16,1,565,0.822,0
LN102619,46,Salaried,2,Tier-2,151649,2901858,Personal,12,7.48,0,870,1.595,0
LN102620,41,Salaried,7,Tier-1,39573,1082829,Medical,120,11.34,2,677,2.28,0
LN102621,27,Salaried,15,Tier-1,89403,2774662,Home,36,16.51,0,301,2.586,0
LN102622,46,Business Owner,13,Tier-2,110232,2996771,Vehicle,120,15.52,1,387,2.266,1
LN102623,47,Salaried,0,Metro,198226,2017569,Vehicle,60,18.8,2,515,0.848,0
